selected_features,accuracy_contribution,accuracy_contribution_std,run
closeness_centrality_2,0.7011624763449581,0.01404079069308809,3
page_rank_2,0.6970802919708029,0.013243650689551984,3
eigenvector_centrality_0,0.7000540686672073,0.013569646705049966,3
load_centrality_1,0.7112462827791295,0.013256447502879713,3
eigenvector_centrality_3,0.7180319005136523,0.012944901650517806,3
load_centrality_3,0.7203838875371722,0.011111768861316571,3
basic_expansion_3,0.7228710462287105,0.011715851783643363,3
closeness_centrality_0,0.7206542308732092,0.015744128373682734,3
self_walk_3,0.7283049472830495,0.010667434256257824,3
degree_centrality_2,0.7274398486077319,0.011528677376439152,3
lsme_0,0.7243579345769127,0.012258333948084506,3
closeness_centrality_1,0.726845093268451,0.012714301990115442,3
basic_expansion_1,0.7261692349283589,0.011046064624203579,3
self_walk_2,0.7286834279535008,0.008751945365949055,3
degree_centrality_1,0.7307380373073806,0.010537149566203857,3
load_centrality_2,0.7310354149770207,0.006927808433772434,3
closeness_centrality_3,0.5344958096782916,0.01254430950011433,4
load_centrality_0,0.5971343606380103,0.012183339704601802,4
eigenvector_centrality_3,0.6515544741822114,0.016947077461709835,4
basic_expansion_1,0.6701000270343336,0.011213905449517423,4
basic_expansion_3,0.6877264125439309,0.014796179991005897,4
lsme_1,0.6813192754798595,0.018283206090130295,4
basic_expansion_0,0.6819951338199511,0.016096238595202265,4
page_rank_2,0.6905650175723167,0.011658789486406973,4
eigenvector_centrality_1,0.6983779399837793,0.012552812854142685,4
self_walk_2,0.7052176263855097,0.011564376624278923,4
lsme_3,0.7043254933765882,0.012338471041395163,4
degree_centrality_2,0.7036496350364965,0.014551303831945495,4
eigenvector_centrality_0,0.7073803730738036,0.014286411191346424,4
self_walk_1,0.7012165450121656,0.013520302420846736,4
load_centrality_2,0.7141659908083268,0.010448726221148728,4
self_walk_0,0.7134090294674237,0.010686908356331345,4
self_walk_3,0.7260340632603407,0.011953456141613306,4
page_rank_3,0.7267099216004326,0.009417459682062649,4
degree_centrality_3,0.7238172479048391,0.010064036770671908,4
load_centrality_3,0.727926466612598,0.014288457339534587,4
closeness_centrality_0,0.7267099216004327,0.011411211108027593,4
degree_centrality_1,0.7259259259259261,0.010553644301974852,4
page_rank_1,0.7272235739389021,0.010471050382511778,4
closeness_centrality_2,0.7212489862124898,0.014978313919171062,4
lsme_2,0.7243579345769128,0.012001660924015351,4
lsme_0,0.7232765612327654,0.009594865480078029,4
degree_centrality_0,0.7218978102189781,0.015079270493767546,4
closeness_centrality_1,0.7194917545282509,0.012513246583268986,4
page_rank_0,0.723817247904839,0.011384761017141375,4
load_centrality_1,0.7280346039470128,0.013394414241562624,4
basic_expansion_2,0.7294403892944038,0.011040339928354782,4
eigenvector_centrality_2,0.7335225736685592,0.011211950058714719,4
self_walk_0,0.5231413895647473,0.02049781967126235,5
basic_expansion_2,0.6012976480129766,0.012096044241688343,5
page_rank_3,0.6621789672884565,0.014283853093927027,5
eigenvector_centrality_1,0.6773181941065153,0.014714825279830578,5
load_centrality_2,0.6962422276290889,0.01065866101731704,5
basic_expansion_1,0.7067856177345229,0.01084423920973758,5
degree_centrality_3,0.7055961070559609,0.012367432024219131,5
eigenvector_centrality_0,0.7084076777507434,0.013606195056212324,5
load_centrality_0,0.7179237631792376,0.01127769232491075,5
lsme_0,0.7125979994593136,0.012523317655294628,5
load_centrality_3,0.718815896188159,0.013610088828172256,5
degree_centrality_1,0.7191403081914032,0.009900215105289078,5
eigenvector_centrality_2,0.7225736685590701,0.008792436461899334,5
self_walk_3,0.7303865909705325,0.011711234625250953,5
degree_centrality_2,0.7296025952960259,0.01132077043725173,5
closeness_centrality_0,0.7292241146255745,0.011256935500018567,5
lsme_1,0.7264395782643956,0.012399567580334718,5
degree_centrality_0,0.7281427412814273,0.011844740872845424,5
lsme_3,0.7273857799405246,0.012186578630551458,5
self_walk_1,0.7202487158691537,0.012265843904578957,5
page_rank_2,0.7245201405785349,0.012128145621761548,5
load_centrality_1,0.7284130846174642,0.007904203018152308,5
lsme_2,0.728926736955934,0.011006692859907052,5
basic_expansion_0,0.7258448229251149,0.01130503944326465,5
page_rank_0,0.7257096512570964,0.01220216142407479,5
basic_expansion_3,0.7297918356312516,0.010220444144750438,5
page_rank_1,0.7294403892944038,0.01254101727125056,5
closeness_centrality_3,0.7314138956474723,0.013157835402806442,5
eigenvector_centrality_3,0.7273317112733169,0.010994169150255024,5
closeness_centrality_2,0.7313598269802648,0.011970472007076158,5
self_walk_2,0.7333333333333333,0.013946257830938707,5
closeness_centrality_1,0.7300892133008923,0.01135519249680508,5
page_rank_3,0.5497431738307651,0.015972807680124743,6
degree_centrality_3,0.5872397945390645,0.01518155362168959,6
page_rank_2,0.6147607461476073,0.017434944566496306,6
lsme_1,0.6042984590429846,0.017451725045012263,6
self_walk_3,0.6193025141930251,0.01293518707074043,6
lsme_0,0.625925925925926,0.014312911708096952,6
page_rank_0,0.6374966207082995,0.012786668231371898,6
degree_centrality_1,0.6597188429305217,0.018883457832519872,6
basic_expansion_1,0.6659908083265748,0.014412748431255578,6
page_rank_1,0.6672343876723438,0.012477128431247726,6
eigenvector_centrality_0,0.6711273317112733,0.012682099516028273,6
basic_expansion_2,0.6988375236550419,0.010739812224689043,6
eigenvector_centrality_1,0.7002162746688295,0.014129131792881632,6
self_walk_1,0.6961881589618817,0.013660660366932321,6
load_centrality_3,0.7059475533928088,0.009760892063031445,6
closeness_centrality_2,0.7128683427953502,0.009852113853360654,6
load_centrality_1,0.7183292781832928,0.012554210114555708,6
basic_expansion_3,0.7257637199243038,0.010685369517846438,6
self_walk_2,0.7261692349283589,0.012295392059570037,6
lsme_2,0.7263044065963773,0.010262512206520193,6
basic_expansion_0,0.7231413895647473,0.014425521424202708,6
load_centrality_2,0.7275479859421465,0.011509643301770152,6
eigenvector_centrality_2,0.726007028926737,0.01253311822494286,6
closeness_centrality_3,0.7280886726142201,0.01191033457200816,6
closeness_centrality_0,0.7301432819680996,0.012896708940347286,6
load_centrality_0,0.729845904298459,0.010412290345711167,6
lsme_3,0.7277912949445798,0.009958363838329964,6
self_walk_0,0.7388753717220872,0.014315668825614313,6
degree_centrality_2,0.7258448229251148,0.009200773130326368,6
degree_centrality_0,0.7290889429575561,0.009617879754540325,6
closeness_centrality_1,0.7303865909705326,0.011430792725368193,6
eigenvector_centrality_3,0.7287645309543118,0.014071909499197418,6
lsme_2,0.5013246823465801,0.015602909611370843,7
self_walk_1,0.5549878345498784,0.014854843576642705,7
closeness_centrality_2,0.5781021897810219,0.03128263752103796,7
self_walk_2,0.6161665314949989,0.021814479368128453,7
basic_expansion_2,0.6637469586374695,0.017285407045913664,7
load_centrality_0,0.6782103271154366,0.013398260463837998,7
degree_centrality_2,0.6861313868613138,0.009895452430841476,7
eigenvector_centrality_2,0.6952419572857529,0.014920429711079847,7
lsme_3,0.6948905109489051,0.011395669097651794,7
page_rank_3,0.6992700729927007,0.010794928228369728,7
lsme_1,0.6938361719383617,0.014652134956509907,7
page_rank_2,0.690970532576372,0.016591439893420604,7
load_centrality_3,0.709434982427683,0.009950544617274222,7
page_rank_1,0.7083536090835362,0.011359439665979427,7
closeness_centrality_0,0.7013517166801839,0.01280757082591154,7
eigenvector_centrality_0,0.7101108407677752,0.010281615924932668,7
degree_centrality_3,0.7148688834820224,0.013170493629911326,7
self_walk_0,0.7119762097864288,0.010718150153761664,7
basic_expansion_1,0.715139226818059,0.015805285064103208,7
page_rank_0,0.722249256555826,0.016212127191378708,7
eigenvector_centrality_3,0.725412273587456,0.010364450162954768,7
load_centrality_1,0.7243849689105164,0.01172321051768415,7
degree_centrality_1,0.7250878615842121,0.011986579646183753,7
eigenvector_centrality_1,0.7271154366044875,0.01020896047591936,7
degree_centrality_0,0.7277372262773724,0.012634292696236803,7
self_walk_3,0.7328196809948635,0.011876690750390264,7
closeness_centrality_1,0.7336847796701812,0.01633037111221497,7
basic_expansion_3,0.7303865909705327,0.009763138080440825,7
lsme_0,0.7348472560151392,0.011465745015789326,7
closeness_centrality_3,0.7266558529332252,0.009176911957717516,7
basic_expansion_0,0.7293052176263853,0.01068321477158155,7
load_centrality_2,0.7291430116247631,0.01016537677309155,7
load_centrality_2,0.5500946201676128,0.011956268331183663,8
load_centrality_1,0.6005406866720736,0.011948563800663647,8
eigenvector_centrality_1,0.6539064612057313,0.014362229853438423,8
page_rank_0,0.6662341173290078,0.015871801771699424,8
self_walk_1,0.6643957826439579,0.01335025358867948,8
basic_expansion_3,0.6822925114895918,0.011991060308735656,8
self_walk_3,0.6974858069748582,0.01320261200008086,8
degree_centrality_3,0.7040821843741552,0.012464088547855773,8
self_walk_0,0.7156799134901324,0.011478645613504345,8
degree_centrality_2,0.7150040551500406,0.011924439735523614,8
basic_expansion_2,0.7239253852392539,0.009629537035453422,8
closeness_centrality_0,0.7226007028926735,0.010658146736378367,8
lsme_1,0.7207082995404163,0.014347796049161799,8
eigenvector_centrality_0,0.7226277372262774,0.010779887557381386,8
degree_centrality_1,0.7199243038659096,0.012330738600500421,8
lsme_3,0.7194647201946471,0.010735762425350437,8
closeness_centrality_2,0.7213841578805084,0.008831748958155194,8
basic_expansion_0,0.7177074885104081,0.011442774708428603,8
eigenvector_centrality_2,0.723330629899973,0.014578601224397518,8
self_walk_2,0.7268180589348473,0.014140920591984331,8
page_rank_2,0.7239794539064611,0.008954039016858175,8
load_centrality_3,0.7315490673154907,0.012855955562863407,8
closeness_centrality_3,0.7283319816166531,0.010774767589863987,8
load_centrality_0,0.7329818869964856,0.012449919689314446,8
basic_expansion_1,0.7326034063260342,0.015036752984783009,8
page_rank_1,0.7329548526628819,0.011540082751854162,8
closeness_centrality_1,0.7349283590159502,0.01211684140051073,8
eigenvector_centrality_3,0.7326574749932414,0.009724434308388857,8
lsme_0,0.7316842389835091,0.01153656729678178,8
page_rank_3,0.7329818869964856,0.012416413546185947,8
lsme_2,0.7313598269802648,0.012456962130342798,8
degree_centrality_0,0.7297918356312517,0.00976403634274246,8
eigenvector_centrality_2,0.5506082725060827,0.012620749252864261,9
closeness_centrality_1,0.5998648283319816,0.017163054939101408,9
degree_centrality_1,0.629359286293593,0.017108696763770467,9
degree_centrality_3,0.6557718302243849,0.013006324381560406,9
self_walk_3,0.6686942416869424,0.015473112115158422,9
basic_expansion_3,0.6833198161665315,0.014649116878002537,9
page_rank_2,0.6874290348742903,0.014192793417179144,9
load_centrality_2,0.7034603947012708,0.014260425193763767,9
eigenvector_centrality_0,0.7033792917004597,0.015498856781848643,9
lsme_2,0.7071911327385779,0.011516403999954839,9
lsme_3,0.7075696134090296,0.012560379488750027,9
self_walk_0,0.7128683427953502,0.01147826358201021,9
degree_centrality_2,0.7087861584211949,0.011570442122291651,9
lsme_1,0.7088131927547988,0.009300321568800243,9
page_rank_0,0.7095701540957015,0.010968112676663694,9
self_walk_2,0.7111922141119222,0.013780113468438904,9
basic_expansion_0,0.7150851581508515,0.0137112052913583,9
load_centrality_3,0.7188158961881589,0.013867032093383705,9
closeness_centrality_2,0.7233846985671802,0.012511844748253955,9
closeness_centrality_3,0.7198432008650987,0.012458722118596208,9
eigenvector_centrality_1,0.7216815355501487,0.010597493255153507,9
page_rank_1,0.7191403081914031,0.013096146661471962,9
page_rank_3,0.7171127331711274,0.012140914249950589,9
degree_centrality_0,0.7184103811841036,0.00911678539912175,9
basic_expansion_1,0.7241146255744795,0.010522747553528564,9
load_centrality_0,0.7211138145444715,0.011535902090175422,9
self_walk_1,0.7232765612327655,0.011938773104328731,9
lsme_0,0.7211408488780752,0.012046063438841207,9
basic_expansion_2,0.7237361449040284,0.009510131404319456,9
closeness_centrality_0,0.7272776426061096,0.011408232528266025,9
load_centrality_1,0.7297377669640442,0.014530319305614272,9
eigenvector_centrality_3,0.7297377669640444,0.014317506608994092,9
basic_expansion_1,0.5079751284130846,0.012090121532845572,10
degree_centrality_1,0.5840497431738306,0.013782314326124735,10
basic_expansion_0,0.6165720464990537,0.01087845594602894,10
load_centrality_1,0.6576642335766424,0.01031071904798172,10
eigenvector_centrality_0,0.6653149499864829,0.013392777216207699,10
degree_centrality_3,0.6805352798053528,0.011881612685631055,10
closeness_centrality_0,0.6807515544741821,0.009496288299004051,10
page_rank_0,0.6815355501486888,0.012279064557097338,10
self_walk_1,0.6828331981616652,0.013253883614383375,10
degree_centrality_2,0.6775344687753447,0.015085448839809995,10
closeness_centrality_1,0.6842389835090562,0.012371567992811422,10
basic_expansion_3,0.6960529872938631,0.012359776833688852,10
self_walk_2,0.6987834549878346,0.01298931509073394,10
lsme_2,0.6983779399837794,0.014284799643363724,10
load_centrality_2,0.7126520681265208,0.012140462758756456,10
closeness_centrality_2,0.7123817247904841,0.012350548836317045,10
self_walk_0,0.717977831846445,0.009957152811681465,10
degree_centrality_0,0.7141930251419301,0.011720435944525624,10
eigenvector_centrality_1,0.7103000811030008,0.012353950983612201,10
page_rank_1,0.7137875101378751,0.013706727066272297,10
page_rank_2,0.7099216004325494,0.010964080545562865,10
lsme_3,0.7087320897539875,0.012146932528969295,10
self_walk_3,0.7196539605298728,0.011969830914141298,10
lsme_0,0.7162476344958096,0.014768369247607339,10
basic_expansion_2,0.7238442822384428,0.012745907055356293,10
load_centrality_3,0.729683698296837,0.010859224401358999,10
closeness_centrality_3,0.73095431197621,0.012011156969891617,10
eigenvector_centrality_2,0.7307110029737769,0.011686495588263745,10
load_centrality_0,0.7299810759664774,0.013260499089779205,10
eigenvector_centrality_3,0.7314138956474724,0.011053208059376035,10
lsme_1,0.7289808056231414,0.008787821915017962,10
page_rank_3,0.7329007839956747,0.011441624982531595,10
degree_centrality_1,0.5396052987293862,0.015435633872527927,11
closeness_centrality_3,0.5800486618004868,0.014736662973215088,11
basic_expansion_1,0.6151121924844553,0.011260732965007448,11
eigenvector_centrality_0,0.6374425520410922,0.016554396425484248,11
basic_expansion_2,0.6750473100838065,0.010560705587793793,11
degree_centrality_0,0.6761286834279533,0.013382950858960433,11
closeness_centrality_0,0.6772641254393079,0.013442779909603695,11
eigenvector_centrality_1,0.6859151121924842,0.015247843477095574,11
self_walk_3,0.6938632062719653,0.01485127616346423,11
lsme_1,0.6911868072452012,0.015274781268305466,11
self_walk_0,0.7144904028115707,0.011533526039100487,11
page_rank_3,0.7156799134901324,0.012726855810268582,11
load_centrality_1,0.7201946472019466,0.01169871546432023,11
page_rank_0,0.721492295214923,0.011397977704711508,11
eigenvector_centrality_2,0.7233306298999729,0.012382905272795225,11
lsme_0,0.7235198702351987,0.013084757103587296,11
page_rank_2,0.7260070289267369,0.014184268465934706,11
degree_centrality_2,0.7223844282238443,0.014467511464697947,11
basic_expansion_0,0.7216004325493376,0.01397379573167115,11
eigenvector_centrality_3,0.7259529602595296,0.014508674772589915,11
load_centrality_3,0.7285482562854824,0.014631769576711123,11
self_walk_2,0.7322249256555824,0.01221595954738448,11
closeness_centrality_1,0.7271154366044876,0.011806423078352108,11
page_rank_1,0.7301162476344957,0.010664727659500021,11
lsme_2,0.7313057583130577,0.011005630392946168,11
load_centrality_2,0.7310624493106246,0.01232053977094118,11
lsme_3,0.7300081103000813,0.010100173203923321,11
basic_expansion_3,0.7325763719924303,0.012527606347935875,11
closeness_centrality_2,0.7293322519599891,0.014822015642743328,11
self_walk_1,0.7317653419843199,0.01100519873644389,11
load_centrality_0,0.7287915652879157,0.010111563585082693,11
degree_centrality_3,0.7284671532846715,0.011160433032778314,11
eigenvector_centrality_3,0.5463098134630981,0.012868910731002313,12
basic_expansion_3,0.6002433090024331,0.017798798357870647,12
page_rank_0,0.6378210327115438,0.009803478402415147,12
lsme_2,0.6446066504460667,0.010839520483440892,12
load_centrality_3,0.6860773181941067,0.013582324708825162,12
closeness_centrality_2,0.6923222492565559,0.008527993283271938,12
lsme_0,0.6913219789132198,0.014040582482417237,12
degree_centrality_0,0.6943768586104352,0.010859089795111616,12
eigenvector_centrality_2,0.6972695323060286,0.012038507441931145,12
degree_centrality_2,0.6984320086509866,0.011161775420696223,12
basic_expansion_2,0.7049472830494729,0.013126665373031754,12
load_centrality_1,0.7173560421735605,0.009830428675629476,12
page_rank_3,0.7167342525006757,0.01057439932897578,12
closeness_centrality_1,0.7123276561232768,0.012529735561374034,12
lsme_3,0.723006217896729,0.013431031317605441,12
self_walk_0,0.7194647201946471,0.011166227064159154,12
eigenvector_centrality_0,0.7238442822384429,0.011685119661603753,12
self_walk_1,0.723141389564747,0.01283971476002835,12
eigenvector_centrality_1,0.7245471749121383,0.014914256510283662,12
self_walk_2,0.7263584752635848,0.011390280528182169,12
degree_centrality_3,0.7253852392538526,0.01039173902459325,12
basic_expansion_1,0.7254663422546632,0.013486447927613008,12
load_centrality_0,0.7279535009462016,0.009987384424849522,12
degree_centrality_1,0.7278994322789943,0.01256049586291027,12
lsme_1,0.7301973506353069,0.0129024879752506,12
load_centrality_2,0.7330359556636927,0.010207564383649084,12
closeness_centrality_0,0.7300081103000812,0.012634639773119911,12
self_walk_3,0.7333333333333333,0.011103313804564042,12
page_rank_1,0.7320086509867533,0.014480438040342039,12
basic_expansion_0,0.7363611786969452,0.00847499409947143,12
closeness_centrality_3,0.7309002433090025,0.012130073823148457,12
page_rank_2,0.7282238442822383,0.00913588495663604,12
degree_centrality_2,0.5451743714517436,0.01536454200057133,13
degree_centrality_0,0.5759935117599351,0.015360260315258634,13
closeness_centrality_2,0.5999729656663962,0.015636528619022743,13
page_rank_3,0.6347931873479318,0.014044563976505333,13
closeness_centrality_1,0.6409029467423628,0.015833005469260655,13
self_walk_2,0.6614490402811573,0.01227254533949703,13
self_walk_0,0.6725331170586646,0.012800721277112704,13
lsme_2,0.6715328467153284,0.01420730753210467,13
eigenvector_centrality_0,0.6858880778588807,0.013829032778920057,13
degree_centrality_3,0.6812381724790483,0.011231098208671722,13
basic_expansion_2,0.703027845363612,0.011354581031056316,13
load_centrality_0,0.7023249526899161,0.01248122804923159,13
basic_expansion_1,0.7021086780210869,0.010673906746975768,13
self_walk_3,0.7191673425250067,0.014388158973970938,13
basic_expansion_3,0.7200054068667208,0.01366721263400323,13
load_centrality_2,0.7293052176263856,0.013470072055019116,13
page_rank_0,0.7317383076507163,0.011711234625250947,13
self_walk_1,0.7260340632603406,0.010439734185304639,13
eigenvector_centrality_2,0.7273317112733171,0.009911835274908147,13
eigenvector_centrality_3,0.7321708569883753,0.010878455946028943,13
basic_expansion_0,0.7326845093268449,0.011883919141043224,13
lsme_0,0.7284671532846716,0.014763419630796753,13
closeness_centrality_3,0.7265477155988104,0.010937551477860172,13
page_rank_2,0.7267639902676399,0.010666098174076611,13
lsme_3,0.7236820762368207,0.01320618203511624,13
load_centrality_3,0.7246553122465531,0.00912003153965513,13
degree_centrality_1,0.7268450932684509,0.013906898457130088,13
load_centrality_1,0.7349824276831576,0.012107066054270577,13
closeness_centrality_0,0.7271154366044874,0.014174449410295503,13
eigenvector_centrality_1,0.7308732089753989,0.014282855311748643,13
page_rank_1,0.7326304406596377,0.011761022655446046,13
lsme_1,0.7296566639632333,0.010837362667114056,13
self_walk_0,0.5126520681265206,0.024268957829051103,14
page_rank_0,0.610786699107867,0.011706865366980243,14
self_walk_2,0.6402270884022709,0.010966613296924813,14
eigenvector_centrality_2,0.6613409029467425,0.013457043905500834,14
self_walk_3,0.679318734793187,0.013401396636324319,14
degree_centrality_3,0.6875101378751012,0.012748315123969388,14
eigenvector_centrality_0,0.6914841849148418,0.012728434933290254,14
eigenvector_centrality_1,0.702081643687483,0.014324625792583444,14
lsme_3,0.6935928629359286,0.012868569972618782,14
page_rank_2,0.7005406866720736,0.011190418208962185,14
page_rank_3,0.6962422276290889,0.01445626706380682,14
basic_expansion_0,0.6929440389294401,0.013007869577836693,14
eigenvector_centrality_3,0.7021357123546906,0.012843897805273875,14
basic_expansion_3,0.7102460124357937,0.009552573267267396,14
self_walk_1,0.7135712354690457,0.010696341722757456,14
load_centrality_2,0.718058934847256,0.011927902147611216,14
closeness_centrality_3,0.7179507975128412,0.011795182299135645,14
page_rank_1,0.7210327115436603,0.011069858148202556,14
degree_centrality_0,0.7202216815355501,0.012504044172497699,14
lsme_1,0.7193295485266288,0.013616182359223874,14
load_centrality_1,0.7190592051905921,0.010517571899039997,14
closeness_centrality_2,0.7253311705866453,0.012440494192486891,14
load_centrality_0,0.7253852392538526,0.01154134932004822,14
basic_expansion_1,0.7291700459583671,0.01136780066131129,14
lsme_0,0.7274668829413357,0.012678180146540874,14
lsme_2,0.7261962692619626,0.012788582867430351,14
degree_centrality_1,0.7216545012165448,0.01049628673737137,14
degree_centrality_2,0.7231413895647473,0.011522114173405276,14
basic_expansion_2,0.7323871316572048,0.008821191619365249,14
closeness_centrality_1,0.7302243849689104,0.014206510155587234,14
load_centrality_3,0.7315220329818869,0.00952855759389913,14
closeness_centrality_0,0.7310354149770207,0.010809305662846547,14
degree_centrality_3,0.5482833198161664,0.010621053066683483,15
load_centrality_3,0.6179778318464447,0.015788351717516264,15
load_centrality_0,0.6578805082454717,0.013206071350854267,15
closeness_centrality_1,0.6697756150310894,0.01271375589065557,15
degree_centrality_0,0.6705866450391996,0.01256631319683164,15
eigenvector_centrality_1,0.6821303054879699,0.011691091259926827,15
degree_centrality_2,0.6827520951608543,0.013847939916063905,15
basic_expansion_2,0.6935658286023249,0.011582090332563619,15
page_rank_0,0.6952149229521492,0.011300998182222462,15
