Sample Rate,Dist
0.05,0.4681700775935029
0.1,0.42504405645127286
0.15,0.382180826063108
0.2,0.33711487218402103
0.25,0.3361868568020898
0.3,0.31942936158291346
0.35,0.29348664849115713
0.4,0.285597362749792
0.45,0.27502509079658183
0.5,0.2536674725101336
0.55,0.23684702993287604
0.6,0.20780491358774758
0.65,0.20255519490920965
0.7,0.18337383158658332
0.75,0.162553741535883
0.8,0.15827315883444554
0.85,0.1272851696001978
0.9,0.10968298233321995
0.95,0.07024354465141099
1.0,0.0
